,num,PET,variation,category,orig_text,clean_text,char_count,word_count,text,label,euph_status
1307,1308,iki canlı,iki canlı,bodily functions,"mahsur kaldığı kanaatine varıldı. Köylünün ısrarla hayvanın kesilmesi gerektiğini söylemesi üzerine hayvanın iki canlı olduğu, bu isteklerinin yerine getirilemeyeceği iletilerek kurtarma faaliyetleri başlatıldı"" dedi. Ateş, yaralı",mahsur kaldığı kanaatine varıldı köylünün ısrarla hayvanın kesilmesi gerektiğini söylemesi üzerine hayvanın iki canlı olduğu bu isteklerinin yerine getirilemeyeceği iletilerek kurtarma faaliyetleri başlatıldı dedi ateş yaralı,230,26,"mahsur kaldığı kanaatine varıldı. Köylünün ısrarla hayvanın kesilmesi gerektiğini söylemesi üzerine hayvanın [PET_BOUNDARY]iki canlı[PET_BOUNDARY] olduğu, bu isteklerinin yerine getirilemeyeceği iletilerek kurtarma faaliyetleri başlatıldı"" dedi. Ateş, yaralı",1,sometimes_euph
1689,1690,gaz çıkarmak,gaz çıkartılmasını,bodily functions,"kurtulmaları mümkündür. Spor Yapmak: Özellikle yemek yedikten sonra bir yere uzanmak aşırı bir şekilde gaz çıkartılmasını sağlar. Bu durumda yemekten sonra biraz yürümek, koşmak ve spor yapmak gaz problemi çekenler için muhakkak yapılması",kurtulmaları mümkündür spor yapmak özellikle yemek yedikten sonra bir yere uzanmak aşırı bir şekilde gaz çıkartılmasını sağlar bu durumda yemekten sonra biraz yürümek koşmak ve spor yapmak gaz problemi çekenler için muhakkak yapılması,238,33,"kurtulmaları mümkündür. Spor Yapmak: Özellikle yemek yedikten sonra bir yere uzanmak aşırı bir şekilde [PET_BOUNDARY]gaz çıkartılmasını[PET_BOUNDARY] sağlar. Bu durumda yemekten sonra biraz yürümek, koşmak ve spor yapmak gaz problemi çekenler için muhakkak yapılması",1,sometimes_euph
587,588,kaybetmek,kaybederek,death,"Özel İdare İlköğretim Okulunda, birinci sınıf öğrencisi Mehmet Enes Demirabay (6), giriş katında bulunan ve arızalı olduğu belirtilen asansörün kapısını açınca dengesini kaybederek boşluğuna düştü. Haber verilmesi üzerine olay yerine gelen 112 Acil Servis ekiplerince Adıyaman Üniversitesi Eğitim ve Araştırma Hastanesi'ne kaldırılan çocuğun durumunun ciddi olduğu bildirildi. Olayla ilgili soruşturma sürüyor.","özel i̇dare i̇lköğretim okulunda, birinci sınıf öğrencisi mehmet enes demirabay (6), giriş katında bulunan ve arızalı olduğu belirtilen asansörün kapısını açınca dengesini kaybederek boşluğuna düştü. haber verilmesi üzerine olay yerine gelen 112 acil servis ekiplerince adıyaman üniversitesi eğitim ve araştırma hastanesi'ne kaldırılan çocuğun durumunun ciddi olduğu bildirildi. olayla ilgili soruşturma sürüyor.",412,51,"Özel İdare İlköğretim Okulunda, birinci sınıf öğrencisi Mehmet Enes Demirabay (6), giriş katında bulunan ve arızalı olduğu belirtilen asansörün kapısını açınca dengesini [PET_BOUNDARY]kaybederek[PET_BOUNDARY] boşluğuna düştü. Haber verilmesi üzerine olay yerine gelen 112 Acil Servis ekiplerince Adıyaman Üniversitesi Eğitim ve Araştırma Hastanesi'ne kaldırılan çocuğun durumunun ciddi olduğu bildirildi. Olayla ilgili soruşturma sürüyor.",0,sometimes_euph
125,126,birlikte olmak,birlikte olan,sexual activity,"Üç aydır birlikte olan Çelik ve Çakan çifti dün Bursa’nın Nilüfer ilçesinde yıldırım nikâhıyla dünyaevine girdi. Çelik’in şahitliğini Hasan Acar, Bedi Erim ve Uğur Bükümcü, damat Çakan’ın ise nikâh şahitliğini Sedef Bükümcü, Ertuğrul Yıldız ve Emine Ertürk yaptı. Nikâhta Çelik’in gelinlik giymemesi dikkat çekerken, genç oyuncunun hamile olduğu için çiftin yıldırım nikâhıyla evlendiği iddia edildi.","üç aydır birlikte olan çelik ve çakan çifti dün bursa’nın nilüfer ilçesinde yıldırım nikâhıyla dünyaevine girdi. çelik’in şahitliğini hasan acar, bedi erim ve uğur bükümcü, damat çakan’ın ise nikâh şahitliğini sedef bükümcü, ertuğrul yıldız ve emine ertürk yaptı. nikâhta çelik’in gelinlik giymemesi dikkat çekerken, genç oyuncunun hamile olduğu için çiftin yıldırım nikâhıyla evlendiği iddia edildi.",400,55,"Üç aydır [PET_BOUNDARY]birlikte olan[PET_BOUNDARY] Çelik ve Çakan çifti dün Bursa’nın Nilüfer ilçesinde yıldırım nikâhıyla dünyaevine girdi. Çelik’in şahitliğini Hasan Acar, Bedi Erim ve Uğur Bükümcü, damat Çakan’ın ise nikâh şahitliğini Sedef Bükümcü, Ertuğrul Yıldız ve Emine Ertürk yaptı. Nikâhta Çelik’in gelinlik giymemesi dikkat çekerken, genç oyuncunun hamile olduğu için çiftin yıldırım nikâhıyla evlendiği iddia edildi.",0,sometimes_euph
1171,1172,birlikte olmak,birlikte olmuş,sexual activity,bir erkekle buluşabilmek için buradayım. Eski eşimle 2 yıl birlikte kaldık o iki yıl içerisinde 10 defa bile birlikte olmuş değiliz. Bu yüzden acısını çıkarabilmek daha zevkli ilişkiler yaşayabilmek için bu mesleği tercih ettim. Kuruyup,bir erkekle buluşabilmek için buradayım eski eşimle  yıl birlikte kaldık o iki yıl içerisinde  defa bile birlikte olmuş değiliz bu yüzden acısını çıkarabilmek daha zevkli ilişkiler yaşayabilmek için bu mesleği tercih ettim kuruyup,236,35,bir erkekle buluşabilmek için buradayım. Eski eşimle 2 yıl birlikte kaldık o iki yıl içerisinde 10 defa bile [PET_BOUNDARY]birlikte olmuş[PET_BOUNDARY] değiliz. Bu yüzden acısını çıkarabilmek daha zevkli ilişkiler yaşayabilmek için bu mesleği tercih ettim. Kuruyup,1,sometimes_euph
773,774,siyahi,siyahi,physical/mental attributes,"ABD'nin ilk siyahi Başkanı Barack Obama'yı, ""siyahi yüzlü beyaz iktidar"" olarak niteleyen bir grup siyahi Amerikalı Washington'da gösteri yaptı. Başta Amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi Amerikalıların, ocak ayında iktidara gelen Obama'ya yönelik ilk gösterisi olma özelliğini taşıyor. Göstericiler Obama'yı, ""Washington'un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor.","abd'nin ilk siyahi başkanı barack obama'yı, ""siyahi yüzlü beyaz iktidar"" olarak niteleyen bir grup siyahi amerikalı washington'da gösteri yaptı. başta amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi amerikalıların, ocak ayında iktidara gelen obama'ya yönelik ilk gösterisi olma özelliğini taşıyor. göstericiler obama'yı, ""washington'un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor.",441,53,"ABD'nin ilk [PET_BOUNDARY]siyahi[PET_BOUNDARY] Başkanı Barack Obama'yı, ""siyahi yüzlü beyaz iktidar"" olarak niteleyen bir grup siyahi Amerikalı Washington'da gösteri yaptı. Başta Amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi Amerikalıların, ocak ayında iktidara gelen Obama'ya yönelik ilk gösterisi olma özelliğini taşıyor. Göstericiler Obama'yı, ""Washington'un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor.",1,sometimes_euph
251,252,engelli,engelli,physical/mental attributes,"Sergide aralarında sanatçı, ressam, sporcu, yazar ve gazetecilerin de yer aldığı çok sayadı ünlü ismin, engelli hayvanlarla birlikte çektirdikleri fotoğraflar yer aldı. Engelli balet Memet Sefa Öztürk’ün özel dans gösterisi de yaptığı etkinlikte, her fotoğraf, elde edilen gelirin barınaklara bağışlanması şartıyla beş paket mama karşılığında satıldı.","sergide aralarında sanatçı, ressam, sporcu, yazar ve gazetecilerin de yer aldığı çok sayadı ünlü ismin, engelli hayvanlarla birlikte çektirdikleri fotoğraflar yer aldı. engelli balet memet sefa öztürk’ün özel dans gösterisi de yaptığı etkinlikte, her fotoğraf, elde edilen gelirin barınaklara bağışlanması şartıyla beş paket mama karşılığında satıldı.",351,46,"Sergide aralarında sanatçı, ressam, sporcu, yazar ve gazetecilerin de yer aldığı çok sayadı ünlü ismin, [PET_BOUNDARY]engelli[PET_BOUNDARY] hayvanlarla birlikte çektirdikleri fotoğraflar yer aldı. Engelli balet Memet Sefa Öztürk’ün özel dans gösterisi de yaptığı etkinlikte, her fotoğraf, elde edilen gelirin barınaklara bağışlanması şartıyla beş paket mama karşılığında satıldı.",1,sometimes_euph
350,351,göğüs,göğüs,physical/mental attributes,"Rahatsızlanan ünlü sanatçı edical Medikal Park Bahçelievler Hastanesi'ne götürüldü. Halen yoğun bakım servisinde solunum cihazına bağlı olarak tedavisi devam eden Münir Özkul’ un durumuna istinaden açıklamada bulunan Göğüs Hastalıkları Uzmanı Dr. Ahmet Selvi ve Yoğun Bakım Koordinatörü Dr. Kadir Doğruer, sanatçının durumunun stabil hale getirildiğini, ancak yoğun bakımdan çıkmak için henüz hazır olmadığını ifade etti.","rahatsızlanan ünlü sanatçı edical medikal park bahçelievler hastanesi'ne götürüldü. halen yoğun bakım servisinde solunum cihazına bağlı olarak tedavisi devam eden münir özkul’ un durumuna istinaden açıklamada bulunan göğüs hastalıkları uzmanı dr. ahmet selvi ve yoğun bakım koordinatörü dr. kadir doğruer, sanatçının durumunun stabil hale getirildiğini, ancak yoğun bakımdan çıkmak için henüz hazır olmadığını ifade etti.",421,55,"Rahatsızlanan ünlü sanatçı edical Medikal Park Bahçelievler Hastanesi'ne götürüldü. Halen yoğun bakım servisinde solunum cihazına bağlı olarak tedavisi devam eden Münir Özkul’ un durumuna istinaden açıklamada bulunan [PET_BOUNDARY]Göğüs[PET_BOUNDARY] Hastalıkları Uzmanı Dr. Ahmet Selvi ve Yoğun Bakım Koordinatörü Dr. Kadir Doğruer, sanatçının durumunun stabil hale getirildiğini, ancak yoğun bakımdan çıkmak için henüz hazır olmadığını ifade etti.",0,sometimes_euph
672,673,mercimeği fırına vermek,mercimeği fırına vermek,sexual activity,"""Günümüzde hem mercimeği fırına vermek daha kolay , hem de  fırında makarna yemek ... Türkiye son beş yıldır kamu kesiminde GSMH'nin yüzde  6,5'i seviyesinde faiz dışı fazla hedefliyor .""","""günümüzde hem mercimeği fırına vermek daha kolay hem de  fırında makarna yemek türkiye son beş yıldır kamu kesiminde gsmh'nin yüzde i seviyesinde faiz dışı fazla hedefliyor",173,26,"""Günümüzde hem [PET_BOUNDARY]mercimeği fırına vermek[PET_BOUNDARY] daha kolay, hem de  fırında makarna yemek... Türkiye son beş yıldır kamu kesiminde GSMH'nin yüzde  6,5'i seviyesinde faiz dışı fazla hedefliyor.""",0,sometimes_euph
2201,2202,apartman görevlisi,Apartman görevlisi,employment/finances,çürütmesini anlatıyor. Orçun Behram'ın ilk uzun metrajlı filmi olan Bina'nın senaryosu da yine kendisine ait. Apartman görevlisi Mehmet (İhsan Önal)'in etrafını sarıp sarmalayan ve dokunduğu her şeyi çürüten gizemli ziftin peşine düşme serüveni,çürütmesini anlatıyor orçun behramın ilk uzun metrajlı filmi olan binanın senaryosu da yine kendisine ait apartman görevlisi mehmet ihsan önalin etrafını sarıp sarmalayan ve dokunduğu her şeyi çürüten gizemli ziftin peşine düşme serüveni,244,33,çürütmesini anlatıyor. Orçun Behram'ın ilk uzun metrajlı filmi olan Bina'nın senaryosu da yine kendisine ait. [PET_BOUNDARY]Apartman görevlisi[PET_BOUNDARY] Mehmet (İhsan Önal)'in etrafını sarıp sarmalayan ve dokunduğu her şeyi çürüten gizemli ziftin peşine düşme serüveni,1,always_euph
697,698,naaş,naaşı,death,"Salık'ın cenazesi, Adana Adli Tıp Kurumu'nda yapılan otopsinin ardından yakınları tarafından alınarak İskenderun Devlet Hastanesi morguna getirildi. Salık'ın naaşı daha sonra hastaneden alınarak cenaze namazının kılınacağı İskenderun Kaptan Mehmet Paşa Camii'ne getirildi. Cenaze töreninde Salık'ın çocukları tabuta sarılarak göz yaşları döktü. Hatay Müftüsü Mustafa Sinanoğlu'nun kıldırdığı cenaze namazının ardından Salık'ın naaşı Çankaya Mezarlığı'nda toprağa verildi.","salık'ın cenazesi, adana adli tıp kurumu'nda yapılan otopsinin ardından yakınları tarafından alınarak i̇skenderun devlet hastanesi morguna getirildi. salık'ın naaşı daha sonra hastaneden alınarak cenaze namazının kılınacağı i̇skenderun kaptan mehmet paşa camii'ne getirildi. cenaze töreninde salık'ın çocukları tabuta sarılarak göz yaşları döktü. hatay müftüsü mustafa sinanoğlu'nun kıldırdığı cenaze namazının ardından salık'ın naaşı çankaya mezarlığı'nda toprağa verildi.",473,55,"Salık'ın cenazesi, Adana Adli Tıp Kurumu'nda yapılan otopsinin ardından yakınları tarafından alınarak İskenderun Devlet Hastanesi morguna getirildi. Salık'ın [PET_BOUNDARY]naaşı[PET_BOUNDARY] daha sonra hastaneden alınarak cenaze namazının kılınacağı İskenderun Kaptan Mehmet Paşa Camii'ne getirildi. Cenaze töreninde Salık'ın çocukları tabuta sarılarak göz yaşları döktü. Hatay Müftüsü Mustafa Sinanoğlu'nun kıldırdığı cenaze namazının ardından Salık'ın naaşı Çankaya Mezarlığı'nda toprağa verildi.",1,always_euph
996,997,madde,madde,substances,571616	Kırklareli İl Uyuşturucu İle Mücadele Koordinasyon Kurulu tarafından hazırlanan 2015-2017 İl Uyuşturucu İle Mücadele Yerel Eylem Planı madde kullanımı ve bağımlılıkla mücadele kapsamında; Sağlık Hizmetleri Meslek Yüksekokulu Öğr.,kırklareli i̇l uyuşturucu i̇le mücadele koordinasyon kurulu tarafından hazırlanan i̇l uyuşturucu i̇le mücadele yerel eylem planı madde kullanımı ve bağımlılıkla mücadele kapsamında; sağlık hizmetleri meslek yüksekokulur.,221,26,571616        Kırklareli İl Uyuşturucu İle Mücadele Koordinasyon Kurulu tarafından hazırlanan 2015-2017 İl Uyuşturucu İle Mücadele Yerel Eylem Planı [PET_BOUNDARY]madde[PET_BOUNDARY] kullanımı ve bağımlılıkla mücadele kapsamında; Sağlık Hizmetleri Meslek Yüksekokulu Öğr.,1,sometimes_euph
1827,1828,son yolculuk,son yolculuk,death,"giysileri çıkartır; giysiler, kimi bölgelerde mezara konur ya da üzerine giydirilir: Sonra yere serilen yastıksız "" son yolculuk döşeği""nin(rahat döşeği-Hak döşeği) üzerine ""doğrulup kalktığında Kerbelâ ile yüz yüze gelecek biçimde""",giysileri çıkartır giysiler kimi bölgelerde mezara konur ya da üzerine giydirilir sonra yere serilen yastıksız  son yolculuk döşeğininrahat döşeğihak döşeği üzerine doğrulup kalktığında kerbel ile yüz yüze gelecek biçimde,232,30,"giysileri çıkartır; giysiler, kimi bölgelerde mezara konur ya da üzerine giydirilir: Sonra yere serilen yastıksız ""[PET_BOUNDARY]son yolculuk[PET_BOUNDARY] döşeği""nin(rahat döşeği-Hak döşeği) üzerine ""doğrulup kalktığında Kerbelâ ile yüz yüze gelecek biçimde""",1,sometimes_euph
627,628,madde,madde,substances,"Diyarbakır İl Jandarma Komutanlığı Kaçakçılık ve Organize Suçlarla Mücadele Şube Müdürlüğü ekiplerince ''u yuşturucu madde ticareti"" yapan bir şebekeye yönelik operasyonda, Diyarbakır'dan İstanbul'a gitmek üzere yola çıkan şüpheli bir otomobil merkeze bağlı Pirinçlik köyünde durduruldu. Otomobilin bagaj kısmında poşetlere sarılı 55 kilogram esrar ele geçirildi, M.Y , E.M . ve M.K . gözaltına alındı.","diyarbakır i̇l jandarma komutanlığı kaçakçılık ve organize suçlarla mücadele şube müdürlüğü ekiplerince ''u yuşturucu madde ticareti"" yapan bir şebekeye yönelik operasyonda, diyarbakır'dan i̇stanbul'a gitmek üzere yola çıkan şüpheli bir otomobil merkeze bağlı pirinçlik köyünde durduruldu. otomobilin bagaj kısmında poşetlere sarılı 55 kilogram esrar ele geçirildi, m.y , e.m . ve m.k . gözaltına alındı.",404,54,"Diyarbakır İl Jandarma Komutanlığı Kaçakçılık ve Organize Suçlarla Mücadele Şube Müdürlüğü ekiplerince ''u yuşturucu [PET_BOUNDARY]madde[PET_BOUNDARY] ticareti"" yapan bir şebekeye yönelik operasyonda, Diyarbakır'dan İstanbul'a gitmek üzere yola çıkan şüpheli bir otomobil merkeze bağlı Pirinçlik köyünde durduruldu. Otomobilin bagaj kısmında poşetlere sarılı 55 kilogram esrar ele geçirildi, M.Y , E.M . ve M.K . gözaltına alındı.",1,sometimes_euph
965,966,göğüs,göğüsleri,physical/mental attributes,446609	Hafif iri gerçekçi göğüsleri yumuşak silikon uçlarla bitiriyor.,hafif iri gerçekçi göğüsleri yumuşak silikon uçlarla bitiriyor.,64,8,446609	Hafif iri gerçekçi [PET_BOUNDARY]göğüsleri[PET_BOUNDARY] yumuşak silikon uçlarla bitiriyor.,1,sometimes_euph
1349,1350,ince hastalık,İnce hastalığın,illness,"sanatoryumun denize bakan dik kayalarından aşağı bıraktı. Yaşamı da yarım kaldı, kaymakam olma hayali de... 'İnce hastalığın' ölümcül olduğu dönemlerde genç bir öğrencinin trajik sonu, Heybeliada Sanatoryumu'nun en acı hikâyelerinden biri",sanatoryumun denize bakan dik kayalarından aşağı bıraktı yaşamı da yarım kaldı kaymakam olma hayali de ince hastalığın ölümcül olduğu dönemlerde genç bir öğrencinin trajik sonu heybeliada sanatoryumunun en acı hikyelerinden biri,238,31,"sanatoryumun denize bakan dik kayalarından aşağı bıraktı. Yaşamı da yarım kaldı, kaymakam olma hayali de... '[PET_BOUNDARY]İnce hastalığın[PET_BOUNDARY]' ölümcül olduğu dönemlerde genç bir öğrencinin trajik sonu, Heybeliada Sanatoryumu'nun en acı hikâyelerinden biri",1,sometimes_euph
